domain,founding_year,country,city,funding_stage,total_funding_usd_millions,valuation_usd_millions,revenue_arr_millions,monthly_burn_rate_millions,runway_months_2024,peak_headcount_2023,layoffs_2024_2025,current_headcount_2026,investor_tier,ai_adoption_level,acquisition_status,founding_year_age,total_funding_usd_millions_log1p,valuation_usd_millions_log1p,revenue_arr_millions_log1p,funding_per_employee,valuation_to_revenue,layoff_rate
EdTech,2022,USA,Boston,Seed,1.38,34.84,1.18,0.18,4.9,15,0,15,Tier 3 (Angel/Seed),,Independent,4,0.8671004876833833,3.57906458810673,0.7793248768009976,0.092,29.525423728813564,0.0
HealthTech,2021,UK,London,Seed,5.73,44.62,2.08,0.42,11.0,33,21,12,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale),5,1.9065751436566365,3.820346216856242,1.1249295969854831,0.47750000000000004,21.451923076923077,0.6363636363636364
Robotics,2014,USA,San Francisco,Series B,31.85,162.13,6.26,2.18,14.0,120,49,71,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,12,3.4919517449306197,5.0945474289482116,1.9823798288367047,0.44859154929577466,25.899361022364218,0.4083333333333333
Generative AI,2020,Germany,Berlin,Series A,17.42,169.36,20.34,0.81,19.1,60,0,60,Tier 2 (Mid-size VC),Medium,Independent,6,2.913437030827161,5.137913845055013,3.060583245873607,0.2903333333333334,8.32645034414946,0.0
ClimateTech,2016,UK,Cambridge,Series A,7.18,40.55,1.75,0.33,16.7,28,0,28,Tier 3 (Angel/Seed),,Closed,10,2.1016921506146558,3.7268975213014572,1.0116009116784799,0.2564285714285714,23.17142857142857,0.0
Generative AI,2016,Canada,Toronto,Seed,2.75,27.41,1.56,0.81,3.0,43,0,43,Tier 2 (Mid-size VC),High,Independent,10,1.3217558399823195,3.3467411958660964,0.9400072584914712,0.06395348837209303,17.57051282051282,0.0
HealthTech,2022,USA,Austin,Seed,1.6,32.61,5.11,0.54,2.5,28,8,20,Tier 3 (Angel/Seed),,Independent,4,0.9555114450274363,3.5148236417370144,1.809926773183504,0.08,6.38160469667319,0.2857142857142857
Robotics,2020,India,Delhi NCR,Pre-IPO,41.91,350.26,15.91,2.71,14.9,184,38,146,Tier 2 (Mid-size VC),Medium,Independent,6,3.7591048990034333,5.86152668999359,2.827905162910489,0.28705479452054794,22.015084852294155,0.20652173913043478
Generative AI,2021,Canada,Montreal,Series C+,88.91,349.75,18.12,5.24,16.6,281,0,281,Tier 3 (Angel/Seed),Medium,Independent,5,4.498809169996681,5.86007371898257,2.9507349076232554,0.3164056939501779,19.30187637969095,0.0
SpaceTech,2022,India,Bengaluru,Series A,7.02,62.86,5.65,0.39,14.3,38,16,22,Tier 2 (Mid-size VC),High,Independent,4,2.081938421878423,4.156693187286636,1.8946168546677629,0.3190909090909091,11.125663716814158,0.42105263157894735
SpaceTech,2018,USA,New York,Pre-IPO,725.19,5901.63,665.33,44.55,16.2,2391,787,1604,Tier 3 (Angel/Seed),Medium,Closed,8,6.587811688574215,8.683153293282993,6.501785043318527,0.4521134663341646,8.870229810770594,0.32915098285236305
Web3/Crypto,2019,Israel,Jerusalem,Series A,12.24,83.61,3.54,0.32,29.1,27,13,14,Tier 2 (Mid-size VC),High,Independent,7,2.5832425505088623,4.438052462936409,1.5129270120532565,0.8742857142857143,23.61864406779661,0.48148148148148145
ClimateTech,2015,Japan,Tokyo,Series A,0.91,16.24,0.86,0.34,2.1,23,0,23,Tier 3 (Angel/Seed),Medium,Independent,11,0.6471032420585384,2.847232265235547,0.6205764877251099,0.03956521739130435,18.883720930232556,0.0
EdTech,2020,USA,New York,Series B,7.09,45.32,5.42,0.72,8.6,39,16,23,Tier 2 (Mid-size VC),Low,Independent,6,2.0906287310704004,3.83557383326474,1.8594181177018698,0.30826086956521737,8.361623616236162,0.41025641025641024
Generative AI,2021,Canada,Vancouver,Seed,4.34,39.02,2.45,0.22,13.6,11,0,11,Corporate VC (e.g. Google Ventures),Low,Closed,5,1.6752256529721035,3.6893793291555874,1.2383742310432684,0.39454545454545453,15.926530612244898,0.0
Robotics,2016,USA,Boston,Seed,0.59,10.19,0.35,0.24,1.7,22,14,8,Tier 3 (Angel/Seed),High,Acquired (Fire Sale),10,0.4637340162321401,2.4150205223238337,0.3001045924503381,0.07375,29.114285714285714,0.6363636363636364
ClimateTech,2019,China,Shanghai,Series B,6.38,69.57,7.57,0.25,18.2,21,0,21,Tier 3 (Angel/Seed),High,Independent,7,1.998773638612381,4.256605125012738,2.1482677326096886,0.3038095238095238,9.190224570673712,0.0
SpaceTech,2019,France,Lyon,Seed,2.94,23.64,1.0,0.23,8.9,22,0,22,Tier 2 (Mid-size VC),Medium,Independent,7,1.3711807233098425,3.204371138665319,0.6931471805599453,0.13363636363636364,23.64,0.0
HealthTech,2019,USA,San Francisco,Seed,4.55,51.36,3.31,0.42,8.8,36,0,36,Corporate VC (e.g. Google Ventures),High,Acquired,7,1.713797927758343,3.9581429410416993,1.4609379041156565,0.12638888888888888,15.516616314199394,0.0
FinTech,2017,USA,New York,Series A,3.47,43.93,1.57,0.35,7.7,20,0,20,Corporate VC (e.g. Google Ventures),Medium,Acquired,9,1.4973884086254776,3.8051057230820686,0.9439058989071284,0.17350000000000002,27.980891719745223,0.0
FinTech,2021,USA,Austin,Series A,6.71,41.97,2.89,0.2,22.4,18,0,18,Tier 3 (Angel/Seed),Low,Closed,5,2.0425181875752383,3.7605021977869035,1.358409157630355,0.37277777777777776,14.522491349480967,0.0
HealthTech,2023,China,Shanghai,Series B,0.0,40.74,2.34,0.31,0.0,19,0,19,Bootstrapped,High,Independent,3,0.0,3.7314599016490546,1.205970806988609,0.0,17.410256410256412,0.0
Generative AI,2019,USA,Boston,Pre-IPO,219.11,1178.38,167.35,13.48,16.1,1044,0,1044,Tier 3 (Angel/Seed),Medium,Independent,7,5.394127421394012,7.072744155647479,5.126045145607083,0.20987547892720307,7.041410218105767,0.0
HealthTech,2015,UK,Oxford,Series B,5.07,49.73,6.14,0.43,9.6,23,10,13,Tier 2 (Mid-size VC),High,Closed,11,1.803358605071407,3.9265174515785985,1.965712776351493,0.39,8.099348534201955,0.43478260869565216
FinTech,2016,France,Paris,Series B,10.17,42.85,1.49,0.89,10.3,66,29,37,Tier 3 (Angel/Seed),Low,Independent,10,2.413231613081109,3.780774718818192,0.9122827104766162,0.2748648648648649,28.758389261744966,0.4393939393939394
Cybersecurity,2017,USA,New York,Seed,0.68,20.06,3.19,0.34,1.5,23,8,15,Tier 3 (Angel/Seed),High,Closed,9,0.5187937934151675,3.0473755067058295,1.4327007339340463,0.04533333333333334,6.288401253918495,0.34782608695652173
Web3/Crypto,2016,USA,Seattle,Seed,1.43,25.68,0.98,0.18,5.1,18,14,4,Tier 3 (Angel/Seed),,Closed,10,0.8878912573524571,3.283914221047423,0.6830968447064438,0.3575,26.20408163265306,0.7777777777777778
EdTech,2017,UK,Oxford,Series A,7.19,43.55,5.54,0.45,13.1,24,0,24,Tier 2 (Mid-size VC),High,Independent,9,2.1029138978649784,3.796612153916818,1.8779371654691073,0.29958333333333337,7.8610108303249095,0.0
FinTech,2014,USA,San Francisco,Series B,28.79,164.16,25.45,2.75,10.1,144,57,87,"Tier 1 (e.g. Sequoia, a16z)",High,Closed,12,3.394172766725191,5.10691470101789,3.2752561583043085,0.33091954022988507,6.450294695481336,0.3958333333333333
ClimateTech,2014,UK,Cambridge,Seed,1.0,23.25,0.89,0.46,1.8,27,0,27,Corporate VC (e.g. Google Ventures),High,Independent,12,0.6931471805599453,3.188416617383492,0.636576829071551,0.037037037037037035,26.123595505617978,0.0
Robotics,2021,China,Shanghai,Seed,2.21,27.18,1.19,0.46,3.9,36,11,25,Tier 3 (Angel/Seed),High,Closed,5,1.1662709371419244,3.3386125064705343,0.7839015438284094,0.08839999999999999,22.840336134453782,0.3055555555555556
FinTech,2015,USA,Miami,Series A,3.58,39.58,6.16,0.16,13.8,14,0,14,Corporate VC (e.g. Google Ventures),,Independent,11,1.5216989981260935,3.7032753343976688,1.9685099809725544,0.2557142857142857,6.425324675324675,0.0
Cybersecurity,2018,USA,New York,Pre-IPO,0.0,9.01,0.84,0.4,0.0,27,7,20,Bootstrapped,High,Independent,8,0.0,2.303584593327129,0.6097655716208943,0.0,10.726190476190476,0.25925925925925924
Robotics,2015,USA,Miami,Series A,0.0,1.5,0.06,0.15,0.0,12,0,12,Bootstrapped,Medium,Independent,11,0.0,0.9162907318741551,0.05826890812397577,0.0,25.0,0.0
Web3/Crypto,2018,China,Hangzhou,Seed,2.03,16.35,1.77,0.08,11.3,7,5,2,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed,8,1.1085626195212777,2.8535925063928684,1.0188473201992472,1.015,9.237288135593221,0.7142857142857143
Generative AI,2014,China,Shanghai,Series C+,81.31,295.69,13.79,3.65,21.7,267,0,267,Corporate VC (e.g. Google Ventures),,Independent,12,4.410492606984553,5.692687822650587,2.6939512767227085,0.30453183520599253,21.442349528643945,0.0
Generative AI,2021,China,Hangzhou,Seed,4.31,60.86,6.79,0.59,6.2,42,0,42,Tier 3 (Angel/Seed),Low,Closed,5,1.6695918352538475,4.124873767256924,2.052840859882657,0.10261904761904761,8.96318114874816,0.0
Autonomous Vehicles,2023,USA,Miami,Seed,0.31,13.83,1.78,0.38,0.6,22,0,22,Tier 3 (Angel/Seed),Medium,Independent,3,0.27002713721306015,2.696652156149841,1.0224509277025458,0.014090909090909091,7.769662921348314,0.0
Robotics,2025,USA,Austin,Seed,0.28,16.16,2.49,0.61,0.4,47,16,31,Tier 3 (Angel/Seed),Medium,Independent,1,0.2468600779315258,2.8425810940598164,1.2499017362143359,0.00903225806451613,6.48995983935743,0.3404255319148936
HealthTech,2021,India,Hyderabad,Series A,7.92,68.68,3.89,0.9,7.9,49,22,27,Corporate VC (e.g. Google Ventures),Low,Independent,5,2.188295946591918,4.243913332544247,1.5871923034867808,0.29333333333333333,17.655526992287918,0.4489795918367347
FinTech,2015,Germany,Berlin,Seed,0.98,14.11,0.48,0.34,2.2,25,0,25,Corporate VC (e.g. Google Ventures),High,Independent,11,0.6830968447064438,2.715356776284648,0.3920420877760237,0.0392,29.395833333333332,0.0
Autonomous Vehicles,2019,India,Mumbai,Seed,0.63,20.81,0.87,0.1,3.2,9,0,9,Tier 2 (Mid-size VC),High,IPO,7,0.48858001481867097,3.0823685802135374,0.6259384308664953,0.07,23.919540229885055,0.0
Generative AI,2016,Canada,Vancouver,Series B,26.52,133.61,13.3,0.95,25.3,71,0,71,Tier 2 (Mid-size VC),Low,Closed,10,3.314913013065143,4.9023817086560015,2.6602595372658615,0.37352112676056337,10.045864661654136,0.0
Generative AI,2019,USA,Austin,Series C+,153.19,1002.82,37.19,3.28,45.3,300,0,300,Corporate VC (e.g. Google Ventures),Medium,Closed,7,5.038185608183261,6.911568001310054,3.6425737012374246,0.5106333333333333,26.96477547727884,0.0
Generative AI,2019,UK,Oxford,Series A,18.91,161.05,8.96,1.3,13.5,65,21,44,Tier 2 (Mid-size VC),Medium,Independent,7,2.991222118076105,5.087904929587556,2.298577071596507,0.42977272727272725,17.974330357142858,0.3230769230769231
ClimateTech,2016,India,Delhi NCR,Series B,18.17,131.9,7.72,0.57,27.1,43,0,43,Tier 2 (Mid-size VC),High,Independent,10,2.9533465570575532,4.8895969657192,2.1656192379208883,0.42255813953488375,17.085492227979277,0.0
HealthTech,2022,USA,Miami,Series B,8.31,86.06,7.97,0.33,19.3,30,0,30,Tier 3 (Angel/Seed),Low,Independent,4,2.231089091288976,4.4665975361241514,2.1938856760707046,0.277,10.797992471769135,0.0
HealthTech,2022,France,Paris,Seed,6.99,82.97,4.49,0.69,8.8,43,0,43,Tier 2 (Mid-size VC),Medium,Independent,4,2.0781907597781832,4.430459592195472,1.7029282555214393,0.16255813953488374,18.478841870824052,0.0
Generative AI,2021,USA,Boston,Series C+,616.72,4551.23,335.65,35.29,17.4,2096,467,1629,Tier 2 (Mid-size VC),Medium,Independent,5,6.4260352803548,8.423372501770482,5.81904381499129,0.37858809085328426,13.559451809921049,0.22280534351145037
ClimateTech,2014,India,Delhi NCR,Series A,16.33,61.11,6.73,0.64,22.1,37,0,37,Tier 2 (Mid-size VC),Low,Independent,12,2.8524391037275145,4.128907006571212,2.0451088625993306,0.4413513513513513,9.080237741456166,0.0
SpaceTech,2020,Israel,Tel Aviv,Series B,22.44,229.37,8.74,2.5,8.6,137,58,79,Corporate VC (e.g. Google Ventures),Medium,Independent,6,3.154443964708812,5.439686712010562,2.2762411176544437,0.28405063291139243,26.24370709382151,0.4233576642335766
Generative AI,2017,USA,New York,Series A,6.88,85.25,3.92,0.45,12.5,45,14,31,Corporate VC (e.g. Google Ventures),Low,Independent,9,2.064327903869788,4.457250055911469,1.5933085305042167,0.22193548387096773,21.747448979591837,0.3111111111111111
SpaceTech,2020,China,Shenzhen,Seed,7.08,83.03,7.48,0.67,9.2,58,30,28,Tier 2 (Mid-size VC),High,Closed,6,2.089391872533004,4.431173877940127,2.1377104498038118,0.25285714285714284,11.100267379679144,0.5172413793103449
Web3/Crypto,2020,China,Shanghai,Seed,2.34,19.27,1.94,0.25,6.7,20,14,6,Tier 3 (Angel/Seed),,Acquired (Fire Sale),6,1.205970806988609,3.0091419604639085,1.0784095813505903,0.38999999999999996,9.93298969072165,0.7
SpaceTech,2020,USA,New York,Series B,165.7,1068.02,38.9,8.99,18.2,593,0,593,Tier 2 (Mid-size VC),High,Closed,6,5.116195789756748,6.974497619923934,3.686376323895818,0.27942664418212476,27.45552699228792,0.0
FinTech,2021,USA,Boston,Seed,0.73,26.48,3.64,0.39,1.5,34,0,34,Tier 2 (Mid-size VC),Medium,Independent,5,0.5481214085096876,3.3134584673541485,1.534714366238164,0.021470588235294116,7.274725274725275,0.0
Generative AI,2023,UK,London,Seed,2.52,39.04,1.52,0.69,3.2,49,0,49,Tier 3 (Angel/Seed),High,Independent,3,1.2584609896100056,3.68987895444702,0.9242589015233319,0.05142857142857143,25.684210526315788,0.0
Generative AI,2023,China,Shenzhen,Seed,5.26,44.81,4.04,0.47,9.2,46,0,46,Tier 3 (Angel/Seed),Low,Independent,3,1.8341801851120072,3.8245024078986507,1.6174060820832772,0.11434782608695651,11.091584158415841,0.0
Autonomous Vehicles,2018,USA,Austin,Series B,26.92,314.46,18.43,1.14,21.7,89,0,89,Tier 3 (Angel/Seed),High,Closed,8,3.329343277894172,5.754031891059328,2.9668182633893485,0.3024719101123596,17.062398263700487,0.0
HealthTech,2018,USA,Austin,Seed,0.41,6.3,0.24,0.27,1.1,24,0,24,Corporate VC (e.g. Google Ventures),Medium,Independent,8,0.3435897043900769,1.9878743481543455,0.2151113796169455,0.017083333333333332,26.25,0.0
Web3/Crypto,2020,USA,Seattle,Seed,0.41,15.93,0.89,0.32,1.0,28,17,11,Tier 3 (Angel/Seed),,Acquired (Fire Sale),6,0.3435897043900769,2.829087196145044,0.636576829071551,0.03727272727272727,17.89887640449438,0.6071428571428571
EdTech,2021,India,Bengaluru,Seed,1.65,27.13,1.5,0.53,2.6,27,7,20,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,5,0.9745596399981308,3.3368366225017656,0.9162907318741551,0.08249999999999999,18.086666666666666,0.25925925925925924
Cybersecurity,2012,China,Beijing,Series C+,35.17,402.03,28.13,2.07,16.2,192,0,192,Tier 3 (Angel/Seed),High,Independent,14,3.5882300459640066,5.999011000863383,3.3717685709713434,0.18317708333333335,14.291859225026661,0.0
SpaceTech,2022,India,Bengaluru,Seed,1.38,27.39,1.18,0.16,5.3,8,3,5,Corporate VC (e.g. Google Ventures),High,Independent,4,0.8671004876833833,3.34603697048488,0.7793248768009976,0.27599999999999997,23.211864406779664,0.375
Robotics,2024,Germany,Munich,Seed,2.33,28.94,1.47,0.6,3.3,38,13,25,Tier 2 (Mid-size VC),Medium,Independent,2,1.2029723039923526,3.3991953789914824,0.9042181506398859,0.0932,19.687074829931973,0.34210526315789475
HealthTech,2019,Israel,Tel Aviv,Series C+,16.64,192.84,24.93,0.35,37.0,29,0,29,Tier 3 (Angel/Seed),Medium,Independent,7,2.8701690505786455,5.2670330765082705,3.255400599550573,0.5737931034482758,7.7352587244284,0.0
Generative AI,2014,USA,Austin,Series B,102.58,846.17,37.85,4.75,21.2,427,49,378,Corporate VC (e.g. Google Ventures),Medium,Acquired,12,4.640344260995746,6.741901382895348,3.6597080768136565,0.2713756613756614,22.3558784676354,0.11475409836065574
Autonomous Vehicles,2016,China,Beijing,Series B,14.22,82.85,5.71,0.64,19.2,56,0,56,Tier 3 (Angel/Seed),Low,Closed,10,2.7226103524335397,4.429029488269218,1.9035989509835904,0.25392857142857145,14.509632224168126,0.0
Robotics,2016,USA,New York,Series C+,379.66,2255.55,332.63,12.43,30.3,637,0,637,Corporate VC (e.g. Google Ventures),Low,Independent,10,5.941906588259638,7.721592377231183,5.8100325944988604,0.5960125588697017,6.780957821002316,0.0
FinTech,2022,USA,Seattle,Series C+,7.54,94.79,3.94,0.61,10.6,53,0,53,Tier 2 (Mid-size VC),Low,Independent,4,2.1447610078004784,4.5621582953948,1.597365331199831,0.14226415094339623,24.05837563451777,0.0
Autonomous Vehicles,2020,Canada,Montreal,Series A,0.0,22.23,2.19,0.51,0.0,40,21,19,Bootstrapped,High,Closed,6,0.0,3.145444546782318,1.1600209167967532,0.0,10.15068493150685,0.525
EdTech,2019,USA,San Francisco,Seed,1.54,22.82,0.77,0.18,5.5,17,0,17,Tier 3 (Angel/Seed),,Independent,7,0.9321640810304452,3.170525563927154,0.5709795465857378,0.09058823529411765,29.636363636363637,0.0
EdTech,2021,India,Hyderabad,Seed,1.95,24.66,1.17,0.68,2.5,41,0,41,Tier 2 (Mid-size VC),High,Acquired,5,1.0818051703517284,3.2449333591874905,0.7747271675523681,0.0475609756097561,21.076923076923077,0.0
FinTech,2020,Singapore,Singapore,Series C+,23.28,89.35,17.5,2.22,10.0,112,60,52,Corporate VC (e.g. Google Ventures),High,Acquired (Fire Sale),6,3.1896529661912973,4.503691017038237,2.917770732084279,0.4476923076923077,5.105714285714285,0.5357142857142857
Autonomous Vehicles,2017,India,Delhi NCR,Seed,0.63,14.72,2.31,0.43,1.2,35,0,35,Tier 3 (Angel/Seed),Medium,Independent,9,0.48858001481867097,2.7549337870010606,1.1969481893889715,0.018,6.372294372294372,0.0
ClimateTech,2021,China,Hangzhou,Pre-IPO,140.62,1410.26,186.93,5.55,24.9,522,129,393,Tier 3 (Angel/Seed),Medium,Independent,5,4.953147414223628,7.252238201355508,5.23606955306851,0.3578117048346056,7.544321403734018,0.2471264367816092
ClimateTech,2013,USA,New York,Series A,0.0,49.5,2.2,0.49,0.0,26,10,16,Bootstrapped,Medium,Independent,13,0.0,3.9219733362813143,1.1631508098056809,0.0,22.499999999999996,0.38461538461538464
ClimateTech,2019,Canada,Montreal,Series B,15.07,62.32,2.23,0.57,22.5,37,0,37,Corporate VC (e.g. Google Ventures),Medium,Independent,7,2.776954179749421,4.148201235012811,1.172482137234565,0.4072972972972973,27.946188340807176,0.0
FinTech,2015,USA,Austin,Seed,6.29,39.03,1.82,0.24,18.5,24,0,24,Tier 3 (Angel/Seed),High,Independent,11,1.986503546020567,3.6896291730044823,1.0367368849500223,0.26208333333333333,21.445054945054945,0.0
SpaceTech,2020,USA,Boston,Seed,1.37,30.78,2.88,0.16,5.3,13,0,13,Tier 3 (Angel/Seed),High,Independent,6,0.8628899551470398,3.45883716110857,1.355835153635182,0.1053846153846154,10.6875,0.0
Robotics,2020,USA,San Francisco,Seed,1.25,29.68,2.08,0.18,4.5,12,8,4,Tier 3 (Angel/Seed),Low,Closed,6,0.8109302162163288,3.4236109764990554,1.1249295969854831,0.3125,14.269230769230768,0.6666666666666666
HealthTech,2022,Israel,Jerusalem,Seed,1.3,13.39,1.49,0.41,2.5,32,0,32,Tier 2 (Mid-size VC),,Independent,4,0.832909122935104,2.6665335208992764,0.9122827104766162,0.040625,8.986577181208053,0.0
FinTech,2016,France,Lyon,Seed,2.98,46.59,5.65,0.51,4.9,42,0,42,Tier 3 (Angel/Seed),High,Independent,10,1.3812818192963463,3.862622655133019,1.8946168546677629,0.07095238095238095,8.246017699115045,0.0
Generative AI,2025,USA,Miami,Seed,0.0,14.39,1.09,0.6,0.0,38,0,38,Bootstrapped,High,Independent,1,0.0,2.733717947850788,0.7371640659767197,0.0,13.20183486238532,0.0
HealthTech,2019,France,Paris,Series A,18.46,110.59,5.54,0.85,19.4,49,0,49,Tier 3 (Angel/Seed),High,Independent,7,2.968361076757859,4.71483144019761,1.8779371654691073,0.37673469387755104,19.962093862815884,0.0
HealthTech,2012,USA,Miami,Series B,0.0,36.82,1.69,0.5,0.0,29,0,29,Bootstrapped,,Independent,14,0.0,3.6328380632303117,0.9895411936137477,0.0,21.78698224852071,0.0
FinTech,2015,USA,Boston,Series A,4.82,52.36,5.36,0.34,11.0,27,0,27,Tier 3 (Angel/Seed),High,Independent,11,1.7613002617433464,3.977061401607368,1.8500283773520307,0.17851851851851852,9.76865671641791,0.0
Robotics,2015,USA,Seattle,Pre-IPO,250.83,1984.6,75.47,4.78,51.4,462,0,462,Tier 2 (Mid-size VC),High,Independent,11,5.528754256689711,7.593676414450343,4.336898507056134,0.5429220779220779,26.296541672187622,0.0
SpaceTech,2019,USA,New York,Series B,33.85,251.56,22.08,2.77,11.8,154,40,114,Corporate VC (e.g. Google Ventures),Low,Independent,7,3.551053137206533,5.5316488442497365,3.138966441639899,0.29692982456140354,11.393115942028986,0.2597402597402597
ClimateTech,2019,India,Hyderabad,Series B,8.98,33.51,5.32,0.59,13.0,43,18,25,Tier 3 (Angel/Seed),Medium,Acquired,7,2.300583090323373,3.541249137109912,1.843719208158766,0.3592,6.298872180451127,0.4186046511627907
Robotics,2020,USA,New York,Series B,9.47,111.53,5.07,0.59,13.7,36,14,22,Tier 3 (Angel/Seed),High,Independent,6,2.3485140248824456,4.723219852761906,1.803358605071407,0.4304545454545455,21.998027613412226,0.3888888888888889
ClimateTech,2016,Germany,Munich,Seed,2.31,29.83,1.06,0.68,3.0,48,0,48,Corporate VC (e.g. Google Ventures),High,Independent,10,1.1969481893889715,3.428488241898059,0.7227059828014898,0.048125,28.141509433962263,0.0
Web3/Crypto,2020,USA,Boston,Pre-IPO,189.28,1638.0,272.36,13.01,14.4,829,587,242,Corporate VC (e.g. Google Ventures),Low,Closed,6,5.248496671564081,7.40184157874383,5.610789607807036,0.7821487603305786,6.014098986635335,0.7080820265379976
HealthTech,2019,USA,San Francisco,Seed,2.33,41.73,1.46,0.44,4.3,27,0,27,Tier 2 (Mid-size VC),Low,Independent,7,1.2029723039923526,3.7549012496559335,0.9001613499442714,0.0862962962962963,28.582191780821915,0.0
HealthTech,2021,USA,Seattle,Series A,27.87,319.24,22.64,1.22,21.1,103,0,103,Tier 3 (Angel/Seed),High,Independent,5,3.3628029936748436,5.769070714684318,3.1629401925378975,0.27058252427184465,14.10070671378092,0.0
FinTech,2024,USA,Boston,Series B,14.35,71.53,6.43,0.62,19.9,37,0,37,Corporate VC (e.g. Google Ventures),High,Acquired,2,2.731115474033206,4.284000269375321,2.005525858729668,0.3878378378378378,11.124416796267496,0.0
